ID	GO_term	GO_name
PF04065	GO:0005634	nucleus	component
PF04066	GO:0016020	membrane	component
PF04066	GO:0034220	monoatomic ion transmembrane transport	process
PF04066	GO:0015075	monoatomic ion transmembrane transporter activity	function
PF04069	GO:0022857	transmembrane transporter activity	function
PF04069	GO:0043190	ATP-binding cassette (ABC) transporter complex	component
PF04069	GO:0055085	transmembrane transport	process
PF04072	GO:0008168	methyltransferase activity	function
PF04072	GO:0032259	methylation	process
PF04073	GO:0002161	aminoacyl-tRNA editing activity	function
PF04077	GO:0002143	tRNA wobble position uridine thiolation	process
PF04077	GO:0005737	cytoplasm	component
PF04080	GO:0006506	GPI anchor biosynthetic process	process
PF04081	GO:0006260	DNA replication	process
PF04081	GO:0000731	DNA synthesis involved in DNA repair	process
PF04082	GO:0006351	DNA-templated transcription	process
PF04082	GO:0008270	zinc ion binding	function
PF04082	GO:0003677	DNA binding	function
PF04084	GO:0005634	nucleus	component
PF04084	GO:0000808	origin recognition complex	component
PF04084	GO:0006260	DNA replication	process
PF04085	GO:0008360	regulation of cell shape	process
PF04086	GO:0005785	signal recognition particle receptor complex	component
PF04086	GO:0005525	GTP binding	function
PF04086	GO:0006886	intracellular protein transport	process
PF04086	GO:0005047	signal recognition particle binding	function
PF04086	GO:0003924	GTPase activity	function
PF04088	GO:0005777	peroxisome	component
PF04088	GO:0016560	protein import into peroxisome matrix, docking	process
PF04088	GO:0016020	membrane	component
PF04090	GO:0001164	RNA polymerase I core promoter sequence-specific DNA binding	function
PF04090	GO:0001181	RNA polymerase I general transcription initiation factor activity	function
PF04090	GO:0006361	transcription initiation at RNA polymerase I promoter	process
PF04092	GO:0016020	membrane	component
PF04093	GO:0016020	membrane	component
PF04093	GO:0008360	regulation of cell shape	process
PF04096	GO:0017056	structural constituent of nuclear pore	function
PF04096	GO:0006913	nucleocytoplasmic transport	process
PF04096	GO:0005643	nuclear pore	component
PF04097	GO:0005643	nuclear pore	component
PF04097	GO:0017056	structural constituent of nuclear pore	function
PF04099	GO:0030008	TRAPP complex	component
PF04099	GO:0016192	vesicle-mediated transport	process
PF04101	GO:0016758	hexosyltransferase activity	function
PF04103	GO:0016020	membrane	component
PF04104	GO:0006269	DNA replication, synthesis of RNA primer	process
PF04106	GO:0005737	cytoplasm	component
PF04106	GO:0006914	autophagy	process
PF04109	GO:0006914	autophagy	process
PF04110	GO:0000045	autophagosome assembly	process
PF04110	GO:0005737	cytoplasm	component
PF04112	GO:0017196	N-terminal peptidyl-methionine acetylation	process
PF04112	GO:0031417	NatC complex	component
PF04113	GO:0042765	GPI-anchor transamidase complex	component
PF04113	GO:0016255	attachment of GPI anchor to protein	process
PF04114	GO:0016020	membrane	component
PF04114	GO:0042765	GPI-anchor transamidase complex	component
PF04115	GO:0000256	allantoin catabolic process	process
PF04115	GO:0050385	ureidoglycolate lyase activity	function
PF04117	GO:0016020	membrane	component
PF04120	GO:0055085	transmembrane transport	process
PF04121	GO:0017056	structural constituent of nuclear pore	function
PF04121	GO:0005643	nuclear pore	component
PF04124	GO:0017119	Golgi transport complex	component
PF04131	GO:0047465	N-acylglucosamine-6-phosphate 2-epimerase activity	function
PF04131	GO:0006051	N-acetylmannosamine metabolic process	process
PF04134	GO:0015035	protein-disulfide reductase activity	function
PF04135	GO:0001522	pseudouridine synthesis	process
PF04135	GO:0042254	ribosome biogenesis	process
PF04135	GO:0030515	snoRNA binding	function
PF04136	GO:0006886	intracellular protein transport	process
PF04136	GO:0005801	cis-Golgi network	component
PF04136	GO:0016020	membrane	component
PF04137	GO:0005783	endoplasmic reticulum	component
PF04137	GO:0034975	protein folding in endoplasmic reticulum	process
PF04137	GO:0015035	protein-disulfide reductase activity	function
PF04137	GO:0016972	thiol oxidase activity	function
PF04137	GO:0071949	FAD binding	function
PF04138	GO:0016020	membrane	component
PF04138	GO:0000271	polysaccharide biosynthetic process	process
PF04139	GO:0030896	checkpoint clamp complex	component
PF04139	GO:0000077	DNA damage checkpoint signaling	process
PF04140	GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity	function
PF04140	GO:0006481	C-terminal protein methylation	process
PF04140	GO:0016020	membrane	component
PF04142	GO:0000139	Golgi membrane	component
PF04142	GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	function
PF04142	GO:0016020	membrane	component
PF04142	GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	process
PF04144	GO:0016020	membrane	component
PF04144	GO:0015031	protein transport	process
PF04145	GO:0035434	copper ion transmembrane transport	process
PF04145	GO:0016020	membrane	component
PF04145	GO:0005375	copper ion transmembrane transporter activity	function
PF04146	GO:0003723	RNA binding	function
PF04147	GO:0032040	small-subunit processome	component
PF04148	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	process
PF04148	GO:0097020	COPII receptor activity	function
PF04148	GO:0016020	membrane	component
PF04152	GO:0005634	nucleus	component
PF04152	GO:0004519	endonuclease activity	function
PF04152	GO:0030145	manganese ion binding	function
PF04152	GO:0006302	double-strand break repair	process
PF04153	GO:0006355	regulation of DNA-templated transcription	process
PF04159	GO:0016020	membrane	component
PF04161	GO:0032366	intracellular sterol transport	process
PF04162	GO:0019028	viral capsid	component
PF04163	GO:0048288	nuclear membrane fusion involved in karyogamy	process
PF04163	GO:0000742	karyogamy involved in conjugation with cellular fusion	process
PF04176	GO:0043666	regulation of phosphoprotein phosphatase activity	process
PF04177	GO:0009966	regulation of signal transduction	process
PF04178	GO:0016192	vesicle-mediated transport	process
PF04180	GO:0042274	ribosomal small subunit biogenesis	process
PF04183	GO:0019290	siderophore biosynthetic process	process
PF04185	GO:0016788	hydrolase activity, acting on ester bonds	function
PF04186	GO:0016020	membrane	component
PF04188	GO:0004376	glycolipid mannosyltransferase activity	function
PF04188	GO:0000009	alpha-1,6-mannosyltransferase activity	function
PF04188	GO:0006506	GPI anchor biosynthetic process	process
PF04190	GO:0045048	protein insertion into ER membrane	process
PF04192	GO:0006364	rRNA processing	process
PF04192	GO:0032040	small-subunit processome	component
PF04194	GO:0005737	cytoplasm	component
PF04196	GO:0003968	RNA-dependent RNA polymerase activity	function
PF04196	GO:0019079	viral genome replication	process
PF04196	GO:0006351	DNA-templated transcription	process
PF04198	GO:0030246	carbohydrate binding	function
PF04199	GO:0019441	tryptophan catabolic process to kynurenine	process
PF04199	GO:0004061	arylformamidase activity	function
PF04205	GO:0010181	FMN binding	function
PF04205	GO:0016020	membrane	component
PF04220	GO:0005096	GTPase activator activity	function
PF04225	GO:0042834	peptidoglycan binding	function
PF04226	GO:0016020	membrane	component
PF04227	GO:0004730	pseudouridylate synthase activity	function
PF04231	GO:0004518	nuclease activity	function
PF04234	GO:0042597	periplasmic space	component
PF04234	GO:0005507	copper ion binding	function
PF04234	GO:0046688	response to copper ion	process
PF04245	GO:0009295	nucleoid	component
PF04252	GO:0008168	methyltransferase activity	function
PF04258	GO:0016020	membrane	component
PF04258	GO:0004190	aspartic-type endopeptidase activity	function
PF04262	GO:0006750	glutathione biosynthetic process	process
PF04262	GO:0004357	glutamate-cysteine ligase activity	function
PF04263	GO:0009229	thiamine diphosphate biosynthetic process	process
PF04263	GO:0005524	ATP binding	function
PF04263	GO:0004788	thiamine diphosphokinase activity	function
PF04265	GO:0009229	thiamine diphosphate biosynthetic process	process
PF04265	GO:0030975	thiamine binding	function
PF04278	GO:0015031	protein transport	process
PF04283	GO:0006935	chemotaxis	process
PF04288	GO:0005737	cytoplasm	component
PF04288	GO:0030261	chromosome condensation	process
PF04288	GO:0007059	chromosome segregation	process
PF04295	GO:0016829	lyase activity	function
PF04310	GO:0005524	ATP binding	function
PF04310	GO:0009295	nucleoid	component
PF04310	GO:0003677	DNA binding	function
PF04310	GO:0030261	chromosome condensation	process
PF04310	GO:0007059	chromosome segregation	process
PF04313	GO:0004519	endonuclease activity	function
PF04313	GO:0006304	DNA modification	process
PF04313	GO:0003677	DNA binding	function
PF04319	GO:0009399	nitrogen fixation	process
PF04333	GO:0016020	membrane	component
PF04335	GO:0016020	membrane	component
PF04336	GO:0008770	[acyl-carrier-protein] phosphodiesterase activity	function
PF04336	GO:0006633	fatty acid biosynthetic process	process
PF04344	GO:0009288	bacterial-type flagellum	component
PF04344	GO:0003824	catalytic activity	function
PF04344	GO:0050920	regulation of chemotaxis	process
PF04345	GO:0006744	ubiquinone biosynthetic process	process
PF04345	GO:0008813	chorismate lyase activity	function
PF04345	GO:0005737	cytoplasm	component
PF04346	GO:0016020	membrane	component
PF04346	GO:0034228	ethanolamine transmembrane transporter activity	function
PF04346	GO:0034229	ethanolamine transport	process
PF04349	GO:0042597	periplasmic space	component
PF04349	GO:0016051	carbohydrate biosynthetic process	process
PF04350	GO:0043107	type IV pilus-dependent motility	process
PF04350	GO:0043683	type IV pilus assembly	process
PF04353	GO:0006355	regulation of DNA-templated transcription	process
PF04354	GO:0090529	cell septum assembly	process
PF04355	GO:0019867	outer membrane	component
PF04357	GO:0005886	plasma membrane	component
PF04357	GO:0009306	protein secretion	process
PF04362	GO:0005506	iron ion binding	function
PF04364	GO:0003887	DNA-directed DNA polymerase activity	function
PF04364	GO:0003677	DNA binding	function
PF04364	GO:0006260	DNA replication	process
PF04369	GO:0042742	defense response to bacterium	process
PF04369	GO:0005576	extracellular region	component
PF04371	GO:0009446	putrescine biosynthetic process	process
PF04371	GO:0004668	protein-arginine deiminase activity	function
PF04376	GO:0004057	arginyltransferase activity	function
PF04376	GO:0016598	protein arginylation	process
PF04377	GO:0016598	protein arginylation	process
PF04377	GO:0004057	arginyltransferase activity	function
PF04378	GO:0008649	rRNA methyltransferase activity	function
PF04378	GO:0070475	rRNA base methylation	process
PF04381	GO:0006310	DNA recombination	process
PF04382	GO:0005856	cytoskeleton	component
PF04382	GO:0030866	cortical actin cytoskeleton organization	process
PF04382	GO:0008092	cytoskeletal protein binding	function
PF04384	GO:0016226	iron-sulfur cluster assembly	process
PF04390	GO:0043165	Gram-negative-bacterium-type cell outer membrane assembly	process
PF04390	GO:0019867	outer membrane	component
PF04397	GO:0003677	DNA binding	function
PF04408	GO:0004386	helicase activity	function
PF04410	GO:0001522	pseudouridine synthesis	process
PF04410	GO:0042254	ribosome biogenesis	process
PF04414	GO:0016788	hydrolase activity, acting on ester bonds	function
PF04414	GO:0051499	D-aminoacyl-tRNA deacylase activity	function
PF04418	GO:0005743	mitochondrial inner membrane	component
PF04418	GO:0061617	MICOS complex	component
PF04421	GO:0007264	small GTPase mediated signal transduction	process
PF04421	GO:0005085	guanyl-nucleotide exchange factor activity	function
PF04428	GO:0016773	phosphotransferase activity, alcohol group as acceptor	function
PF04431	GO:0030570	pectate lyase activity	function
PF04433	GO:0005515	protein binding	function
PF04434	GO:0008270	zinc ion binding	function
PF04437	GO:0070939	Dsl1/NZR complex	component
PF04437	GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	process
PF04437	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	process
PF04440	GO:0005737	cytoplasm	component
PF04441	GO:0045893	positive regulation of DNA-templated transcription	process
PF04442	GO:0005507	copper ion binding	function
PF04443	GO:0008218	bioluminescence	process
PF04443	GO:0047474	long-chain fatty acid luciferin component ligase activity	function
PF04444	GO:0009712	catechol-containing compound metabolic process	process
PF04444	GO:0005506	iron ion binding	function
PF04444	GO:0018576	catechol 1,2-dioxygenase activity	function
PF04445	GO:0008990	rRNA (guanine-N2-)-methyltransferase activity	function
PF04445	GO:0031167	rRNA methylation	process
PF04449	GO:0009289	pilus	component
PF04451	GO:0005198	structural molecule activity	function
PF04453	GO:0010033	response to organic substance	process
PF04453	GO:0019867	outer membrane	component
PF04453	GO:0061024	membrane organization	process
PF04464	GO:0047355	CDP-glycerol glycerophosphotransferase activity	function
PF04464	GO:0016020	membrane	component
PF04471	GO:0004519	endonuclease activity	function
PF04471	GO:0003677	DNA binding	function
PF04471	GO:0009307	DNA restriction-modification system	process
PF04472	GO:0090529	cell septum assembly	process
PF14010	GO:0006099	tricarboxylic acid cycle	process
PF14010	GO:0008964	phosphoenolpyruvate carboxylase activity	function
PF14010	GO:0015977	carbon fixation	process
PF04479	GO:0016020	membrane	component
PF04487	GO:0006355	regulation of DNA-templated transcription	process
PF04487	GO:0005634	nucleus	component
PF04493	GO:0004519	endonuclease activity	function
PF04493	GO:0006281	DNA repair	process
PF04496	GO:0019028	viral capsid	component
PF04498	GO:0005198	structural molecule activity	function
PF04498	GO:0019028	viral capsid	component
PF04499	GO:0019903	protein phosphatase binding	function
PF04499	GO:0043666	regulation of phosphoprotein phosphatase activity	process
PF04501	GO:0005198	structural molecule activity	function
